identifier,title,creator,date,language
lacrisidellinfanzi_2405_librivox,La crisi dell'infanzia e la delinquenza dei minorenni,Scipio Sighele,2024-05-07T00:00:00Z,ita
lacruzadadelosninos_2411_librivox,La cruzada de los niños,Marcel Schwob,2024-11-15T00:00:00Z,spa
lad_of_mettle_2110_librivox,A Lad of Mettle,Nat Gould,2021-10-11T00:00:00Z,eng
ladadog_1311_librivox,Lad: A Dog,Albert Payson Terhune,2013-11-18T00:00:00Z,eng
ladamadelascamelias_1710_librivox,La Dama de las Camelias,"Alexandre Dumas, fils",2017-10-30T00:00:00Z,spa
laddie_1005_librivox,Laddie,Gene Stratton-Porter,2010-05-12T00:00:00Z,eng
ladies_etiquette_and_politeness_1310_librivox,"The Ladies' Book of Etiquette, and Manual of Politeness",Florence Hartley,2013-10-31T00:00:00Z,eng
ladiesbook_2404_librivox,"The Ladies' Book of Etiquette, and Manual of Politeness",Florence Hartley,2024-04-21T00:00:00Z,eng
ladieswhosebrighteyes_2403_librivox,Ladies Whose Bright Eyes: A Romance (1911 version),Ford Madox Ford,2024-03-07T00:00:00Z,eng
lady_anna_1111_librivox,Lady Anna,Anthony Trollope,2011-11-24T00:00:00Z,eng
lady_audleys_secret_ek_librivox,Lady Audley's Secret,Mary Elizabeth Braddon,2007-09-25T00:00:00Z,eng
lady_barbarina_1310_librivox,Lady Barbarina,Henry James,2013-10-11T00:00:00Z,eng
lady_barton_1908_librivox,The History Of Lady Barton,Elizabeth Griffith,2019-08-09T00:00:00Z,eng
lady_bridget_nevernever_land_1211_librivox,Lady Bridget in the Never-Never Land,Rosa Campbell Praed,2012-11-11T00:00:00Z,eng
lady_connie_2104_librivox,Lady Connie,Mary Augusta Ward,2021-04-30T00:00:00Z,eng
lady_from_nowhere_1203_librivox,The Lady from Nowhere,Fergus Hume,2012-03-07T00:00:00Z,eng
lady_into_fox_1011_librivox,Lady Into Fox,David Garnett,2010-11-02T00:00:00Z,eng
lady_into_fox_v2_ta_1608_librivox,Lady Into Fox,David Garnett,2016-08-08T00:00:00Z,eng
lady_jane_1707_thumbs13,Thumbs 13,LibriVox covermakers,2017-07-05T00:00:00Z,eng
lady_jane_grey_1706_librivox,Lady Jane Grey and Her Times,Ida Ashworth Taylor,2017-06-27T00:00:00Z,eng
lady_lake_1209_librivox,The Lady of the Lake,Sir Walter Scott,2012-09-22T00:00:00Z,eng
lady_ludlow_1302_librivox,My Lady Ludlow,Elizabeth Cleghorn Gaskell,2013-02-13T00:00:00Z,eng
lady_makbeth_von_mzensk_1405_librivox,Die Lady Makbeth des Mzensker Landkreises,Nikolai Leskov,2014-05-13T00:00:00Z,deu
lady_of_quality_1206_librivox,A Lady of Quality,Frances Hodgson Burnett,2012-06-09T00:00:00Z,eng
lady_roses_daughter_1208_librivox,Lady Rose's Daughter,Mary Augusta Ward,2012-08-14T00:00:00Z,eng
lady_roses_daughter_vers2_2301_librivox,Lady Rose's Daughter (Version 2),Mary Augusta Ward,2023-01-16T00:00:00Z,eng
lady_susan_0707_librivox,Lady Susan,Jane Austen,2007-07-16T00:00:00Z,eng
lady_susan_0811_librivox,Lady Susan,Jane Austen,2008-11-21T00:00:00Z,eng
lady_windermeres_fan_1002_librivox,Lady Windermere's Fan,Oscar Wilde,2010-02-09T00:00:00Z,eng
ladybaltimore_1303_librivox,Lady Baltimore,Owen Wister,2013-03-01T00:00:00Z,eng
ladybountiful_2404_librivox,Lady Bountiful,Arthur Wing Pinero,2024-04-11T00:00:00Z,eng
ladybyronvindicated_1804_librivox,Lady Byron Vindicated,Harriet Beecher Stowe,2018-04-21T00:00:00Z,eng
ladychatterleyslover_2404_librivox,Lady Chatterley's Lover,D. H. Lawrence,2024-04-26T00:00:00Z,eng
ladyfrederick_2205_librivox,"Lady Frederick, a Comedy in Three Acts",W. Somerset Maugham,2022-05-29T00:00:00Z,eng
ladyfromthesea_1202_librivox,The Lady From the Sea,Henrik Ibsen,2012-02-26T00:00:00Z,eng
ladyhuntworthexperiment_2107_librivox,Lady Huntworth's Experiment,R. C. Carton,2021-07-24T00:00:00Z,eng
ladyinblue_2107_librivox,The Lady in Blue,Auguste Groner,2021-07-20T00:00:00Z,eng
ladyjim_1803_librivox,Lady Jim of Curzon Street,Fergus Hume,2018-03-26T00:00:00Z,eng
ladymacbethmzinsk_2409_librivox,The Lady Macbeth of the Mzinsk District,Nikolai Leskov,2024-09-09T00:00:00Z,eng
ladymolly_1104_librivox,Lady Molly of Scotland Yard,Baroness Orczy,2011-04-10T00:00:00Z,eng
ladyofblossholme_2408_librivox,The Lady of Blossholme,H. Rider Haggard,2024-08-08T00:00:00Z,eng
ladyoflyons_2105_librivox,Lady of Lyons,Edward Bulwer-Lytton,2021-05-06T00:00:00Z,eng
ladyofthebarge_2310_librivox,The Lady of the Barge,W. W. Jacobs,2023-10-21T00:00:00Z,eng
ladyofthebasementflat_1704_librivox,The Lady of the Basement Flat,Mrs. George de Horne Vaizey,2017-04-06T00:00:00Z,eng
ladyofthelake_1503_librivox,The Lady of the Lake,Edmund John Eyre,2015-03-29T00:00:00Z,eng
ladyofthenorthstar_1710_librivox,The Lady of the North Star,Ottwell Binns,2017-10-24T00:00:00Z,eng
ladyoftheshroud_2007_librivox,The Lady of the Shroud,Bram Stoker,2020-07-13T00:00:00Z,eng
ladys_captivity_chinese_pirates_1504_librivox,A Lady's Captivity among Chinese Pirates in the Chinese Seas,Fanny Loviot,2015-04-04T00:00:00Z,eng
ladys_life_on_farm_in_manitoba_sd_librivox,A Lady's Life on a Farm in Manitoba,Mrs. Cecil Hall,2008-01-20T00:00:00Z,eng
ladys_life_rocky_mtns_lc_librivox,A Lady's Life in the Rocky Mountains,Isabella L. Bird,2008-05-30T00:00:00Z,eng
ladys_museum_1_2307_librivox,"The Lady's Museum, Volume 1",Charlotte Lennox,2023-07-22T00:00:00Z,eng
ladys_visit_gold_diggings_0811_librivox,"A Lady's Visit to the Gold Diggings of Australia in 1852-53,",Ellen Clacy,2008-11-22T00:00:00Z,eng
ladysmile_2006_librivox,The Lady's Mile,Mary Elizabeth Braddon,2020-06-17T00:00:00Z,eng
ladysybilschoice_1906_librivox,Lady Sybil's Choice,Emily Sarah Holt,2019-06-09T00:00:00Z,eng
ladywindermeresfan_1312_librivox,Lady Windermere's Fan,Oscar Wilde,2013-12-11T00:00:00Z,eng
ladywiththedog_1301_librivox,The Lady With the Dog,Anton Chekhov,2013-01-02T00:00:00Z,eng
laestafetaromantica_1409_librivox,La Estafeta Romántica,Benito Pérez Galdós,2014-09-18T00:00:00Z,spa
lagentecursinoveladecostumbresridiculas_2403_librivox,La gente cursi: novela de costumbres ridículas,Ramón Ortega y Frías,2024-03-08T00:00:00Z,spa
lagotadesangre_2305_librivox,La gota de sangre,Emilia Pardo Bazán,2023-05-06T00:00:00Z,spa
lair_white_worm_0911_librivox,The Lair of the White Worm (Version 2),Bram Stoker,2009-11-30T00:00:00Z,eng
lair_white_worm_blb_librivox,The Lair of the White Worm,Bram Stoker,2007-07-31T03:20:08Z,eng
lake_lyrics_2201_librivox,Lake Lyrics and Other Poems,William Wilfred Campbell,2022-01-21T00:00:00Z,eng
lake_mystery_1911_librivox,The Lake Mystery,Marvin Dana,2019-11-29T00:00:00Z,eng
lake_of_the_dismal_swamp_2310.poem_librivox,"A Ballad, The Lake of the Dismal Swamp",Thomas Moore,2023-10-29T00:00:00Z,eng
lalka2_1501_librivox,Lalka (tom 2),Bolesław Prus,2015-01-02T00:00:00Z,pol
lalka_tom_3_1509_librivox,Lalka (tom 3),Bolesław Prus,2015-09-24T00:00:00Z,pol
lalkavol1_1405_librivox,Lalka (tom 1),Bolesław Prus,2014-05-15T00:00:00Z,pol
lamanchadesangre_1702_librivox,La Mancha de Sangre,Sir Arthur Conan Doyle,2017-02-23T00:00:00Z,spa
lamentaciones_1905_librivox,Bible (Reina Valera) 25: Lamentaciones de Jeremías,Reina-Valera,2019-05-20T00:00:00Z,spa
lamentation_sinner_2205_librivox,Lamentation of a Sinner,Catherine Parr,2022-05-29T00:00:00Z,eng
lametamorfosis_2101_librivox,La metamorfosis,Franz Kafka,2021-01-28T00:00:00Z,spa
lamia_2108_librivox,Lamia,John Keats,2021-08-07T00:00:00Z,eng
lampada_1810_librivox,Лампада,Georgy Ivanov,2018-10-21T00:00:00Z,rus
lamplighter_bg_librivox,The Lamplighter,Maria Susanna Cummins,2010-01-29T00:00:00Z,eng
lampofwisdom_2401_librivox,Lamp of Wisdom,William H. Councill,2024-01-08T00:00:00Z,eng
lampthatwentout_2201_librivox,The Case of the Lamp That Went Out,Auguste Groner,2022-01-20T00:00:00Z,eng
lamuertaenamorada_1910_librivox,La muerta enamorada,Théophile Gautier,2019-10-02T00:00:00Z,spa
lanagan_amateur_detective_1804_librivox,Lanagan Amateur Detective,Edward H. Hurlbut,2018-04-14T00:00:00Z,eng
lancashire_characters_pb_librivox,Lancashire Characters and Places,Thomas Newbigging,2012-04-16T00:00:00Z,eng
lancashire_dialogues_1504_librivox,Lancashire Dialogues,John Byrom,2015-05-10T00:00:00Z,eng
lancashire_librivox,Lancashire,Francis Archibald Bruton,2011-08-15T00:00:00Z,eng
lancashire_witches_0911_librivox,The Lancashire Witches,Harrison Ainsworth,2009-11-11T00:00:00Z,eng
lance_of_kanana_2302_librivox,The Lance of Kanana: A Story of Arabia,Harry W. French,2023-02-19T00:00:00Z,eng
lancelot_1311_librivox,"Lancelot, or The Knight of the Cart",Chrétien de Troyes,2013-11-04T00:00:00Z,eng
lancesoflynwood_2008_librivox,The Lances of Lynwood,Charlotte Mary Yonge,2020-08-19T00:00:00Z,eng
land_burnt_thigh_2211_librivox,Land of the Burnt Thigh,Edith Eudora Kohl,2022-11-20T00:00:00Z,eng
land_god_forgot_0902_librivox,The Land God Forgot,Robert Service,2009-02-08T00:00:00Z,eng
land_midian_revisited_2311_librivox,The Land of Midian (Revisited),Richard Francis Burton,2023-11-09T00:00:00Z,eng
land_of_mist_2311_librivox,The Land of Mist,Sir Arthur Conan Doyle,2023-11-16T00:00:00Z,eng
land_of_the_broads_1511_librivox,The Land of the Broads,Ernest Richard Suffling,2015-11-22T00:00:00Z,eng
land_time_forgot_rs_0808_librivox,The Land that Time Forgot,Edgar Rice Burroughs,2008-08-23T00:00:00Z,eng
landarzt_0807_librivox,Ein Landarzt. Kleine Erzählungen,Franz Kafka,2008-07-27T00:00:00Z,deu
landlady_2205_librivox,The Landlady,Fyodor Dostoyevsky,2022-05-27T00:00:00Z,eng
landleaguers_1607_librivox,The Landleaguers,Anthony Trollope,2016-07-22T00:00:00Z,eng
landlittlerain_1110_librivox,The Land of Little Rain,Mary Hunter Austin,2011-10-12T00:00:00Z,eng
landofenchantment_2312_librivox,The Land of Enchantment: From Pike's Peak to the Pacific,Lilian Whiting,2023-12-24T00:00:00Z,eng
landofhiddenmen_2312_librivox,The Land of Hidden Men,Edgar Rice Burroughs,2023-12-17T00:00:00Z,eng
landofthechangingsun_2412_librivox,The Land of the Changing Sun,William N. Harben,2024-12-05T00:00:00Z,eng
landsofthecaribbean_2402_librivox,Lands of the Caribbean,Frank G. Carpenter,2024-02-28T00:00:00Z,eng
lane_that_had_no_turning_1711_librivox,"The Lane that had no Turning, and Other Tales concerning the People of Pontiac",Gilbert Parker,2017-11-04T00:00:00Z,eng
langs_de_vecht_1402_librivox,Langs de Vecht,Jacobus Craandijk,2014-02-18T00:00:00Z,nld
langs_lijnen_van_geleidelijkheid_1312_librivox,Langs lijnen van geleidelijkheid,Louis Couperus,2013-12-14T00:00:00Z,nld
langs_omweg_1508_librivox,Langs een omweg,A. L. G. Bosboom-Toussaint,2015-08-20T00:00:00Z,nld
langstroth_onthe_hive_0909_librivox,Langstroth on the Hive and the Honey-Bee,L. L. Langstroth,2009-09-07T00:00:00Z,eng
language_learning_001_librivox,LibriVox Language Learning Collection Vol. 001,,2010-06-02T00:00:00Z,mul
language_learning_002_librivox,LibriVox Language Learning Collection Vol. 002,Various,2011-03-03T00:00:00Z,mul
language_learning_003_librivox,LibriVox Language Learning Collection Vol. 003,,2011-06-25T00:00:00Z,mul
language_learning_004_librivox,The LibriVox Language Learning Collection Vol. 004,,2013-03-20T00:00:00Z,mul
lanno3000_2306_librivox,L'anno 3000,Paolo Mantegazza,2023-06-25T00:00:00Z,ita
lao_can_you_ji_hc_librivox,Lao Can You Ji (Mr Derelict),Liu O,2008-04-21T00:00:00Z,zho
laodicean_1505_librivox,A Laodicean,Thomas Hardy,2015-05-27T00:00:00Z,eng
laplusbelle_2307_librivox,A la plus belle,"Paul Féval, père",2023-07-22T00:00:00Z,fra
laposadaroja_1909_librivox,La posada roja,Honoré de Balzac,2019-09-12T00:00:00Z,spa
lara_a_tale_1009_librivox,"Lara, A Tale",Lord George Gordon Byron,2010-09-20T00:00:00Z,eng
laramieholdstherange_2004_librivox,Laramie Holds The Range,Frank H. Spearman,2020-04-11T00:00:00Z,eng
laranaviajera_1807_librivox,La Rana Viajera,Julio Camba,2018-07-27T00:00:00Z,spa
laregentatomoii_1903_librivox,La Regenta (Tomo II),Leopoldo Garcia Alas,2019-03-03T00:00:00Z,spa
large_catechism_0902_librivox,The Large Catechism,Martin Luther,2009-02-24T00:00:00Z,eng
large_catechism_jl_librivox,The Large Catechism,Martin Luther,2012-01-29T00:00:00Z,eng
lark_1507_librivox,The Lark,E. Nesbit,2015-07-19T00:00:00Z,eng
lart_de_lire_1903_librivox,L'Art de Lire,Emile Faguet,2019-03-07T00:00:00Z,fre
lartdetregrandpere_bnd_0908_librivox,L'Art d'être grand-père,Victor Hugo,2009-08-28T00:00:00Z,fre
lartpourlart_1908_librivox,L'Art Pour l'Art,Various,2019-08-20T00:00:00Z,eng
las_aventuras_de_pinoquio_2305_librivox,Las aventuras de Pinoquio,Carlo Collodi,2023-05-25T00:00:00Z,spa
las_germanias_2203_librivox,Las Germanias,Publius Cornelius Tacitus,2022-03-03T00:00:00Z,spa
lasallediscoverygreatwest_2008_librivox,"La Salle, Discovery of The Great West","Francis Parkman, Jr.",2020-08-04T00:00:00Z,eng
lascensiondumontventoux_a_librivox,L'ascension du mont Ventoux,Francois Petrarque,2008-04-29T00:00:00Z,fre
lasers_2111_librivox,Lasers,Hal Hellman,2021-11-18T00:00:00Z,eng
lasfuerzasextranas_1707_librivox,Las Fuerzas Extrañas,Leopoldo Lugones,2017-07-02T00:00:00Z,spa
lasirenanegra_2002_librivox,La sirena negra,Emilia Pardo Bazán,2020-02-29T00:00:00Z,spa
lassommoir_lataberna_2202_librivox,L'Assommoir (la taberna),Émile Zola,2022-02-19T00:00:00Z,spa
last_buccaneer_0910_librivox,The Last Buccaneer,Thomas Babington Macaulay,2009-10-18T00:00:00Z,eng
last_chronicle_barset_1102,The Last Chronicle of Barset,Anthony Trollope,2011-02-26T00:00:00Z,eng
last_day_condemned_1202_librivox,The Last Day of a Condemned,Victor Hugo,2012-02-11T00:00:00Z,eng
last_days_of_pekin_2305_librivox,The Last Days of Pekin,Pierre Loti,2023-05-11T00:00:00Z,eng
last_days_of_pompeii_1006_librivox,Last Days of Pompeii,Edward Bulwer-Lytton,2010-06-02T00:00:00Z,eng
last_diary_2309_librivox,A Last Diary,W. N. P. Barbellion,2023-09-17T00:00:00Z,eng
last_egyptian_1712_librivox,The Last Egyptian,L. Frank Baum,2017-12-27T00:00:00Z,eng
last_enemy_0905_librivox,Last Enemy,H. Beam Piper,2009-05-07T00:00:00Z,eng
last_entry_ls_1402_librivox,The Last Entry,William Clark Russell,2014-02-07T00:00:00Z,eng
last_man_4_0810,The Last Man,Mary Wollstonecraft Shelley,2008-10-09T00:00:00Z,eng
last_of_the_hackdrivers_2003.poem_librivox,The Last of the Hackdrivers,Damon Runyon,2020-03-22T00:00:00Z,eng
last_plainsmen_mv_0901_librivox,The Last of the Plainsmen,Zane Grey,2009-01-03T00:00:00Z,eng
last_trail_mv_0811_librivox,The Last Trail,Zane Grey,2008-11-01T00:00:00Z,eng
last_valerii_1112_librivox,The Last of the Valerii,Henry James,2011-12-17T00:00:00Z,eng
lastcallforsectorg_2209_librivox,Last Call for Sector G,Leigh Douglass Brackett,2022-09-28T00:00:00Z,eng
lastchroniclebarset_1706_librivox,The Last Chronicle of Barset,Anthony Trollope,2017-06-06T00:00:00Z,eng
lastditch_1601_librivox,The Last Ditch,Violet Hunt,2016-01-16T00:00:00Z,eng
lastdrive_2210_librivox,The Last Drive,Rex Stout,2022-10-04T00:00:00Z,eng
lastgalley_2208_librivox,"The Last Galley, Impressions and Tales",Sir Arthur Conan Doyle,2022-08-22T00:00:00Z,eng
lastlordsofgardonal_2101_librivox,The Last Lords of Gardonal,William Gilbert,2021-01-16T00:00:00Z,eng
lastman_vol1_2202_librivox,The Last Man Vol. I,Mary Wollstonecraft Shelley,2022-02-13T00:00:00Z,eng
lastminstrel_1508_librivox,The Lay of the Last Minstrel,Sir Walter Scott,2015-08-21T00:00:00Z,eng
lastofthegreatscouts_2406_librivox,Last of the Great Scouts,Helen Cody Wetmore,2024-06-28T00:00:00Z,eng
lastofthemohicans_0809_librivox,The Last of the Mohicans - A Narrative of 1757 (version 2),James Fenimore Cooper,2008-09-22T00:00:00Z,eng
lastofthevikings_2108_librivox,The Last of the Vikings,Johan Bojer,2021-08-23T00:00:00Z,eng
lastpoems_1812_librivox,Last Poems,A. E. Housman,2018-12-14T00:00:00Z,eng
lastpoems_2402_librivox,Last Poems,Laurence Hope,2024-02-21T00:00:00Z,eng
lastpost_2403_librivox,Last Post,Ford Madox Ford,2024-03-10T00:00:00Z,eng
laststroke_1501_librivox,The Last Stroke,Lawrence L. Lynch,2015-01-31T00:00:00Z,eng
lastverses_1606_librivox,Last Verses,Susan Coolidge,2016-06-02T00:00:00Z,eng
lastwish_2201.poem_librivox,The Last Wish,Robert Bulwer-Lytton,2022-01-16T00:00:00Z,eng
latchkeymybookhouse_1504_librivox,The Latch Key of My Bookhouse,Olive Beaupre Miller,2015-04-20T00:00:00Z,eng
late_tenant_2304_librivox,The Late Tenant,Louis Tracy,2023-04-19T00:00:00Z,eng
lateincreaseofrobbers_1506_librivox,An Enquiry Into The Causes Of The Late Increase Of Robbers,Henry Fielding,2015-06-20T00:00:00Z,eng
lateleven_1301_librivox,Het late leven,Louis Couperus,2013-01-17T00:00:00Z,nld
later_life_2208_librivox,The Later Life,Louis Couperus,2022-08-15T00:00:00Z,eng
later_poems_1512_librivox,Later Poems,Julia Caroline Dorr,2015-12-19T00:00:00Z,eng
later_poems_2201_librivox,Later Poems,Alice Meynell,2022-01-13T00:00:00Z,eng
latermiddleages_2402_librivox,The Later Middle Ages: A History of Western Europe 1254-1494,Robert Balmain Mowat,2024-02-17T00:00:00Z,eng
latertreatises_2201_librivox,"Later Treatises of Saint Athanasius, Archbishop of Alexandria",Athanasius of Alexandria; Theodoret of Cyrus,2022-01-15T00:00:00Z,eng
latierradetodos_2411_librivox,La Tierra de Todos,Vicente Blasco Ibáñez,2024-11-15T00:00:00Z,spa
laugh_and_live_tw_1012_librivox,Laugh and Live,Douglas Fairbanks,2010-12-29T00:00:00Z,eng
laughable_lyrics_1303_librivox,Laughable Lyrics,Edward Lear,2013-03-27T00:00:00Z,eng
laughingcavalier_1511_librivox,The Laughing Cavalier; Ancestor of the Scarlet Pimpernel,Baroness Orczy,2015-11-20T00:00:00Z,eng
laughter_1802_librivox,Tales of Laughter,Kate Douglas Wiggin; Nora Archibald Smith,2018-02-15T00:00:00Z,eng
laughter_limited_1506_librivox,Laughter Limited,Nina Wilcox Putnam,2015-06-15T00:00:00Z,eng
laulutulipunaisestakukasta_1501_librivox,Laulu tulipunaisesta kukasta,Johannes Linnankoski,2015-01-11T00:00:00Z,fin
laura_voyages_et_impressions_2005_librivox,Laura. Voyages et impressions,George Sand,2020-05-05T00:00:00Z,fre
lausbubengeschichten_1412_librivox,Lausbubengeschichten,Ludwig Thoma,2015-01-06T00:00:00Z,deu
lavender_and_old_lace_librivox,Lavender and Old Lace,Myrtle Reed,2009-04-24T00:00:00Z,eng
lavender_dragon_2108_librivox,The Lavender Dragon,Eden Phillpotts,2021-08-11T00:00:00Z,eng
lavenderlit101_1506_librivox,Lavender Lit 101,Various,2015-06-21T00:00:00Z,mul
lavengro_2406_librivox,"Lavengro: The Scholar, The Gypsy, The Priest",George Borrow,2024-06-07T00:00:00Z,eng
lavidadelbuscon_1809_librivox,"Historia de la vida del Buscón, llamado Don Pablos, ejemplo de vagabundos y espejo de tacaños",Francisco de Quevedo,2018-09-14T00:00:00Z,spa
lavidaessueno_1808_librivox,La vida es sueño,Pedro Calderón de la Barca,2018-08-26T00:00:00Z,spa
lavidaessueno_2407_librivox,La vida es sueño (version 2),Pedro Calderón de la Barca,2024-07-22T00:00:00Z,spa
lavueltaalmundoenochentadias_1504_librivox,La vuelta al mundo en ochenta días,Jules Verne,2015-04-03T00:00:00Z,spa
law_and_medicamen_1802_librivox,The Law and Medical Men,Robert Vashon Rogers,2018-02-03T00:00:00Z,eng
lawagainstlovers_1304_librivox,The Law Against Lovers,"D'Avenant, William",2013-04-28T00:00:00Z,eng
lawandthelady_1012_librivox,The Law and the Lady,Wilkie Collins,2011-01-11T00:00:00Z,eng
laws_1209_librivox,Laws,Plato,2012-09-17T00:00:00Z,eng
laws_1801_librivox,Laws (version 2),Plato (Πλάτων),2018-01-25T00:00:00Z,eng
laydownyourarms_2107_librivox,Lay Down Your Arms: The Autobiography of Martha von Tilling,Bertha von Suttner,2021-07-10T00:00:00Z,eng
lays_ancient_rome_1005_librivox,The Lays of Ancient Rome,Thomas Babington Macaulay,2010-05-12T00:00:00Z,eng
lays_of_marie_de_france_1106_librivox,French Mediaeval Romances from the Lays of Marie de France,Marie de France,2011-06-27T00:00:00Z,eng
lazarillo_0912_librivox,Lazarillo de Tormes,Anonymous,2009-12-27T00:00:00Z,spa
lazarillo_markham_1708_librivox,The Life of Lazarillo de Tormes (Markham translation),Unknown,2017-08-28T00:00:00Z,eng
le_cantique_des_cantiques_lsg_ezwa_librivox,Le cantique des cantiques,Louis Segond Bible,2007-09-16T00:00:00Z,fre
le_nez_d_un_notaire_dd_0811_librivox,Le nez d'un notaire,Edmond About,2008-11-07T00:00:00Z,fre
le_pays_des_fourrures_0712_librivox,Le Pays des Fourrures,Jules Verne,2007-12-06T00:00:00Z,fre
le_pere_goriot_bnd_0808_librivox,Le pere Goriot,Honore de Balzac,2008-08-22T00:00:00Z,fre
leader_dr_2307_librivox,The Leader (Dramatic Reading),Murray Leinster,2023-07-11T00:00:00Z,eng
leadingevents1_2106_librivox,Leading Events in the History of the Church: Part 1 - Christian Antiquity,The Sisters of Notre Dame,2021-06-24T00:00:00Z,eng
lear_of_the_steppes_etc_ls_1705_librivox,"A Lear of the Steppes, etc.",Ivan Turgenev,2017-05-14T00:00:00Z,eng
learned_women_1403_librivox,The Learned Women,Molière,2014-03-07T00:00:00Z,eng
leatherface_dg_1907_librivox,Leatherface: A Tale of Old Flanders,Baroness Orczy,2019-07-02T00:00:00Z,eng
leave_it_to_doris_2011_librivox,Leave it to Doris,Ethel Hueston,2020-11-03T00:00:00Z,eng
leaveittopsmith_2003_librivox,Leave it to PSmith,P. G. Wodehouse,2020-03-28T00:00:00Z,eng
leavenworth_case_librivox,The Leavenworth Case,Anna Katharine Green,2007-08-08T00:00:00Z,eng
leaves_1509.poem_librivox,Leaves,Sara Teasdale,2015-09-27T00:00:00Z,eng
